InvoiceNo,InvoiceDate,StockCode,Quantity
536862,2017-01-02,22136,1
536862,2017-01-02,22141,3
536862,2017-01-02,22144,1
536862,2017-01-02,22167,1
536862,2017-01-02,22171,4
536862,2017-01-02,22173,1
536862,2017-01-02,22178,1
536862,2017-01-02,22179,3
536862,2017-01-02,22186,1
536862,2017-01-02,22188,1
536862,2017-01-02,22197,1
536862,2017-01-02,22200,5
536862,2017-01-02,22202,1
536862,2017-01-02,22308,1
536863,2017-01-02,10123,4
536863,2017-01-02,10120,1
536863,2017-01-02,16237,1
536863,2017-01-02,20727,1
536863,2017-01-02,20725,1
536863,2017-01-02,22147,1
536863,2017-01-02,20727,8
536863,2017-01-02,20767,2
536863,2017-01-02,20986,10
536863,2017-01-02,10002,3
536863,2017-01-02,21883,2
536863,2017-01-02,21882,1
536863,2017-01-02,21026,1
536863,2017-01-02,21884,1
536863,2017-01-02,22219,1
536863,2017-01-02,22028,1
536863,2017-01-02,20986,1
536863,2017-01-02,21586,1
536863,2017-01-02,22147,4
536863,2017-01-02,20961,5
536863,2017-01-02,20963,1
536863,2017-01-02,21452,1
536864,2017-01-02,20725,1
536864,2017-01-02,20886,3
536864,2017-01-02,20975,1
536864,2017-01-02,21041,2
536864,2017-01-02,21116,5
536864,2017-01-02,21169,15
536864,2017-01-02,21181,1
536864,2017-01-02,21192,1
536864,2017-01-02,21216,3
536864,2017-01-02,21217,2
536864,2017-01-02,21218,2
536864,2017-01-02,21257,1
536864,2017-01-02,21258,2
536864,2017-01-02,21481,1
536864,2017-01-02,21488,4
536864,2017-01-02,21559,1
536864,2017-01-02,21700,1
536864,2017-01-02,21733,1
536864,2017-01-02,21791,1
536864,2017-01-02,21870,2
536864,2017-01-02,21874,1
536864,2017-01-02,21935,10
536864,2017-01-02,21945,1
536864,2017-01-02,21948,1
536864,2017-01-02,22094,1
536864,2017-01-02,22133,1
536864,2017-01-02,22144,1
536864,2017-01-02,22187,1
536865,2017-01-02,10002,3
536865,2017-01-02,15056,1
536865,2017-01-02,18098,1
536865,2017-01-02,20615,1
536865,2017-01-02,20655,1
536865,2017-01-02,20679,1
536865,2017-01-02,20681,1
536865,2017-01-02,20682,1
536865,2017-01-02,20723,1
536865,2017-01-02,20724,1
536865,2017-01-02,20725,1
536865,2017-01-02,20750,5
536865,2017-01-02,20752,1
536865,2017-01-02,21035,4
536865,2017-01-02,21041,1
536865,2017-01-02,21068,1
536865,2017-01-02,21100,1
536865,2017-01-02,21108,3
536865,2017-01-02,21109,1
536865,2017-01-02,21116,30
536865,2017-01-02,21154,1
536865,2017-01-02,21157,1
536865,2017-01-02,21165,1
536865,2017-01-02,21174,5
536865,2017-01-02,21192,1
536865,2017-01-02,21201,1
536865,2017-01-02,21218,1
536865,2017-01-02,21257,10
536865,2017-01-02,21258,50
536865,2017-01-02,21259,52
536865,2017-01-02,21411,1
536865,2017-01-02,21429,5
536865,2017-01-02,21479,1
536865,2017-01-02,21481,1
536865,2017-01-02,21558,1
536865,2017-01-02,21710,2
536865,2017-01-02,21733,2
536865,2017-01-02,21786,1
536865,2017-01-02,21790,1
536865,2017-01-02,21803,1
536865,2017-01-02,21813,10
536865,2017-01-02,21865,1
536865,2017-01-02,21874,2
536865,2017-01-02,21876,2
536865,2017-01-02,21916,1
536865,2017-01-02,21942,1
536865,2017-01-02,21944,1
536865,2017-01-02,21945,1
536865,2017-01-02,21948,1
536865,2017-01-02,21981,2
536865,2017-01-02,21988,1
536865,2017-01-02,22024,20
536865,2017-01-02,22132,10
536865,2017-01-02,22133,1
536865,2017-01-02,22136,1
536865,2017-01-02,22141,1
536865,2017-01-02,22144,1
536865,2017-01-02,22166,1
536865,2017-01-02,22196,1
536865,2017-01-02,22197,3
536865,2017-01-02,22200,4
536865,2017-01-02,22207,15
536865,2017-01-02,22212,20
536865,2017-01-02,22297,3
536865,2017-01-02,22300,1
536865,2017-01-02,22301,25
536865,2017-01-02,22309,2
536874,2017-01-02,21135,1
536874,2017-01-02,22154,1
536874,2017-01-02,22153,1
536874,2017-01-02,21428,1
536874,2017-01-02,20998,3
536874,2017-01-02,21907,15
536874,2017-01-02,21143,1
536874,2017-01-02,21407,2
536874,2017-01-02,22187,1
536874,2017-01-02,21098,1
536874,2017-01-02,22144,1
536874,2017-01-02,21462,1
536874,2017-01-02,21034,1
536874,2017-01-02,21715,2
536874,2017-01-02,21913,1
536874,2017-01-02,22089,30
536874,2017-01-02,21206,1
536874,2017-01-02,22076,1
536874,2017-01-02,21210,5
536874,2017-01-02,22222,1
536874,2017-01-02,22130,5
536874,2017-01-02,22083,3
536874,2017-01-02,21078,2
536874,2017-01-02,21080,1
536874,2017-01-02,20751,1
536874,2017-01-02,20754,35
536876,2017-01-02,21993,1
536876,2017-01-02,22028,2
536876,2017-01-02,22041,1
536876,2017-01-02,22042,1
536876,2017-01-02,22059,1
536876,2017-01-02,22067,1
536876,2017-01-02,22069,3
536876,2017-01-02,22076,1
536876,2017-01-02,22077,10
536876,2017-01-02,22081,1
536876,2017-01-02,22082,1
536876,2017-01-02,22083,2
536876,2017-01-02,22084,5
536876,2017-01-02,22086,2
536876,2017-01-02,22099,1
536876,2017-01-02,22105,6
536876,2017-01-02,22107,1
536876,2017-01-02,22109,1
536876,2017-01-02,22111,1
536876,2017-01-02,22112,1
536876,2017-01-02,22114,1
536876,2017-01-02,22118,1
536876,2017-01-02,22131,25
536876,2017-01-02,22132,1
536876,2017-01-02,22135,1
536876,2017-01-02,22136,1
536876,2017-01-02,22141,1
536876,2017-01-02,22144,1
536876,2017-01-02,22147,1
536876,2017-01-02,22149,1
536876,2017-01-02,22154,1
536876,2017-01-02,22155,1
536876,2017-01-02,22156,2
536876,2017-01-02,22161,1
536876,2017-01-02,22162,1
536876,2017-01-02,22163,1
536876,2017-01-02,22174,1
536876,2017-01-02,22175,1
536876,2017-01-02,22178,30
536876,2017-01-02,22182,1
536876,2017-01-02,22186,2
536876,2017-01-02,22190,1
536876,2017-01-02,22195,1
536876,2017-01-02,22196,1
536876,2017-01-02,22197,300
536876,2017-01-02,22198,1
536876,2017-01-02,22212,1
536876,2017-01-02,22216,6
536876,2017-01-02,22219,1
536876,2017-01-02,22224,1
536876,2017-01-02,22227,2
536876,2017-01-02,22244,1
536876,2017-01-02,22245,2
536876,2017-01-02,22246,1
536876,2017-01-02,22248,1
536876,2017-01-02,22250,1
536876,2017-01-02,22251,1
536876,2017-01-02,22255,1
536876,2017-01-02,22271,6
536876,2017-01-02,22272,1
536876,2017-01-02,22273,3
536876,2017-01-02,22274,2
536876,2017-01-02,22276,2
536876,2017-01-02,22277,1
536876,2017-01-02,22278,2
536876,2017-01-02,22288,1
536876,2017-01-02,22294,1
536876,2017-01-02,22299,2
536876,2017-01-02,22301,1
536876,2017-01-02,22304,1
536876,2017-01-02,22308,1
536876,2017-01-02,22310,1
536876,2017-01-02,22311,1
536876,2017-01-02,22312,1
536876,2017-01-02,22314,1
536876,2017-01-02,10002,1
536876,2017-01-02,10133,1
536876,2017-01-02,10135,5
536876,2017-01-02,15036,2
536876,2017-01-02,15060,2
536876,2017-01-02,16218,1
536876,2017-01-02,16225,1
536876,2017-01-02,16235,2
536876,2017-01-02,18098,1
536876,2017-01-02,20668,15
536876,2017-01-02,20681,1
536876,2017-01-02,20685,1
536876,2017-01-02,20686,1
536876,2017-01-02,20712,1
536876,2017-01-02,20719,1
536876,2017-01-02,20723,2
536876,2017-01-02,20724,1
536876,2017-01-02,20725,1
536876,2017-01-02,20726,3
536876,2017-01-02,21200,1
536876,2017-01-02,22086,100
536876,2017-01-02,21135,1
536876,2017-01-02,20727,1
536876,2017-01-02,20754,3
536876,2017-01-02,20770,1
536876,2017-01-02,20846,1
536876,2017-01-02,20902,1
536876,2017-01-02,20956,1
536876,2017-01-02,20966,1
536876,2017-01-02,20970,1
536876,2017-01-02,20971,3
536876,2017-01-02,20972,2
536876,2017-01-02,20973,2
536876,2017-01-02,20974,1
536876,2017-01-02,20975,3
536876,2017-01-02,20981,1
536876,2017-01-02,21002,6
536876,2017-01-02,21012,1
536876,2017-01-02,21015,250
536876,2017-01-02,21025,1
536876,2017-01-02,21051,2
536876,2017-01-02,21070,2
536876,2017-01-02,21071,3
536876,2017-01-02,21098,2
536876,2017-01-02,21107,1
536876,2017-01-02,21108,5
536876,2017-01-02,21111,1
536876,2017-01-02,21112,1
536876,2017-01-02,21147,500
536876,2017-01-02,21154,1
536876,2017-01-02,21155,1
536876,2017-01-02,21158,1
536876,2017-01-02,21165,10
536876,2017-01-02,21166,1
536876,2017-01-02,21174,1
536876,2017-01-02,21175,1
536876,2017-01-02,21181,1
536876,2017-01-02,21191,1
536876,2017-01-02,21192,1
536876,2017-01-02,21195,1
536876,2017-01-02,21212,1
536876,2017-01-02,21215,1
536876,2017-01-02,21216,3
536876,2017-01-02,21218,1
536876,2017-01-02,21219,1
536876,2017-01-02,21220,1
536876,2017-01-02,21221,1
536876,2017-01-02,21224,1
536876,2017-01-02,21231,1
536876,2017-01-02,21232,1
536876,2017-01-02,21240,1
536876,2017-01-02,21249,1
536876,2017-01-02,21258,1
536876,2017-01-02,21261,1
536876,2017-01-02,21262,60
536876,2017-01-02,21263,2
536876,2017-01-02,21272,25
536876,2017-01-02,21286,3
536876,2017-01-02,21313,18
536876,2017-01-02,21314,1
536876,2017-01-02,21327,1
536876,2017-01-02,21328,15
536876,2017-01-02,21349,75
536876,2017-01-02,21356,1
536876,2017-01-02,21381,8
536876,2017-01-02,21408,1
536876,2017-01-02,21411,1
536876,2017-01-02,21429,1
536876,2017-01-02,21439,1
536876,2017-01-02,21446,1
536876,2017-01-02,21479,1
536876,2017-01-02,21481,1
536876,2017-01-02,21484,4
536876,2017-01-02,21485,6
536876,2017-01-02,21486,1
536876,2017-01-02,21488,3
536876,2017-01-02,21494,1
536876,2017-01-02,21523,2
536876,2017-01-02,21524,1
536876,2017-01-02,21528,1
536876,2017-01-02,21530,2
536876,2017-01-02,21544,5
536876,2017-01-02,21577,3
536876,2017-01-02,21619,1
536876,2017-01-02,21638,1
536876,2017-01-02,21640,1
536876,2017-01-02,21643,1
536876,2017-01-02,21651,1
536876,2017-01-02,21675,1
536876,2017-01-02,21698,1
536876,2017-01-02,21700,1
536876,2017-01-02,21704,1
536876,2017-01-02,21711,3
536876,2017-01-02,21725,1
536876,2017-01-02,21731,1
536876,2017-01-02,21754,1
536876,2017-01-02,21755,2
536876,2017-01-02,21773,21
536876,2017-01-02,21774,1
536876,2017-01-02,21786,3
536876,2017-01-02,21790,1
536876,2017-01-02,21791,1
536876,2017-01-02,21801,1
536876,2017-01-02,21802,1
536876,2017-01-02,21803,2
536876,2017-01-02,21810,1
536876,2017-01-02,21813,1
536876,2017-01-02,21815,1
536876,2017-01-02,21826,1
536876,2017-01-02,21828,1
536876,2017-01-02,21829,2
536876,2017-01-02,21833,1
536876,2017-01-02,21844,5
536876,2017-01-02,21846,3
536876,2017-01-02,21866,1
536876,2017-01-02,21868,2
536876,2017-01-02,21870,1
536876,2017-01-02,21872,72
536876,2017-01-02,21876,4
536876,2017-01-02,21883,1
536876,2017-01-02,21884,2
536876,2017-01-02,21888,1
536876,2017-01-02,21889,2
536876,2017-01-02,21890,1
536876,2017-01-02,21891,2
536876,2017-01-02,21892,1
536876,2017-01-02,21896,1
536876,2017-01-02,21903,1
536876,2017-01-02,21906,1
536876,2017-01-02,21911,2
536876,2017-01-02,21914,1
536876,2017-01-02,21915,15
536876,2017-01-02,21917,1
536876,2017-01-02,21918,2
536876,2017-01-02,21928,2
536876,2017-01-02,21929,1
536876,2017-01-02,21931,1
536876,2017-01-02,21934,2
536876,2017-01-02,21935,1
536876,2017-01-02,21936,26
536876,2017-01-02,21942,9
536876,2017-01-02,21945,1
536876,2017-01-02,21948,3
536876,2017-01-02,21949,1
536876,2017-01-02,21955,5
536876,2017-01-02,21974,2
536876,2017-01-02,21977,2
536876,2017-01-02,21981,1
536876,2017-01-02,21982,1
536876,2017-01-02,21984,1
536876,2017-01-02,21985,1
536876,2017-01-02,21986,1
536876,2017-01-02,21990,1
536876,2017-01-02,21991,1
536876,2017-01-02,21992,1
536884,2017-01-02,21523,1
536885,2017-01-02,21832,1
536885,2017-01-02,21523,1
536885,2017-01-02,22312,15
536890,2017-01-02,17090,1
536890,2017-01-02,17084,5
536890,2017-01-02,17091,1
536920,2017-01-02,16235,1
536920,2017-01-02,21027,1
536920,2017-01-02,21161,1
536920,2017-01-02,21239,1
536920,2017-01-02,21095,1
536938,2017-01-02,21931,75
536938,2017-01-02,20712,1
536938,2017-01-02,20713,4
536938,2017-01-02,20724,1
536938,2017-01-02,21479,1
536938,2017-01-02,22112,2
536938,2017-01-02,21258,1
536942,2017-01-02,22139,1
536943,2017-01-02,22086,2
536943,2017-01-02,22144,1
536943,2017-01-02,22295,8
536943,2017-01-02,22142,1
536943,2017-01-02,21136,2
536944,2017-01-02,20727,1
536944,2017-01-02,20725,13
536944,2017-01-02,20728,1
536945,2017-01-02,21913,2
536945,2017-01-02,22278,1
536945,2017-01-02,22029,1
536945,2017-01-02,22035,1
536945,2017-01-02,21250,3
536945,2017-01-02,21678,4
536945,2017-01-02,21677,1
536945,2017-01-02,21830,1
536945,2017-01-02,21114,1
536945,2017-01-02,21621,5
536945,2017-01-02,21411,10
536945,2017-01-02,21828,1
536945,2017-01-02,21377,20
536945,2017-01-02,21379,10
536945,2017-01-02,17107,1
536945,2017-01-02,20751,4
536945,2017-01-02,20754,1
536945,2017-01-02,20751,2
536945,2017-01-02,22132,2
536945,2017-01-02,22133,2
536945,2017-01-02,21830,1
536945,2017-01-02,21564,1
536945,2017-01-02,20998,1
536945,2017-01-02,21932,2
536945,2017-01-02,21933,10
536945,2017-01-02,21100,1
536945,2017-01-02,21469,30
536945,2017-01-02,21465,21
536945,2017-01-02,21470,1
536945,2017-01-02,21430,1
536946,2017-01-02,22086,1
536946,2017-01-02,22083,10
536946,2017-01-02,20750,1
536946,2017-01-02,15036,2
536946,2017-01-02,22090,3
536946,2017-01-02,21114,1
536946,2017-01-02,21212,1
536946,2017-01-02,21843,2
536947,2017-01-02,20665,1
536947,2017-01-02,21035,1
536947,2017-01-02,20983,1
536947,2017-01-02,21080,1
536947,2017-01-02,21086,1
536947,2017-01-02,21094,3
536947,2017-01-02,21210,1
536947,2017-01-02,21212,2
536947,2017-01-02,21216,1
536947,2017-01-02,21155,1
536947,2017-01-02,21154,1
536947,2017-01-02,21217,2
536947,2017-01-02,21527,1
536947,2017-01-02,21592,1
536947,2017-01-02,21531,3
536947,2017-01-02,21539,1
536947,2017-01-02,21844,1
536947,2017-01-02,22072,1
536947,2017-01-02,21098,1
536947,2017-01-02,21121,1
536947,2017-01-02,21843,4
536947,2017-01-02,22041,1
536956,2017-01-02,20665,1
536956,2017-01-02,21041,1
536956,2017-01-02,21155,1
536956,2017-01-02,22115,1
536956,2017-01-02,21905,1
536956,2017-01-02,22061,1
536956,2017-01-02,20754,12
536956,2017-01-02,21533,10
536956,2017-01-02,21907,144
536956,2017-01-02,21164,1
536957,2017-01-02,21523,2
536960,2017-01-02,22114,1
536960,2017-01-02,21945,1
536960,2017-01-02,22141,2
536960,2017-01-02,22142,2
536960,2017-01-02,22144,2
536960,2017-01-02,21704,1
536960,2017-01-02,21889,1
536960,2017-01-02,21890,1
536960,2017-01-02,21914,1
536960,2017-01-02,20975,1
536960,2017-01-02,22086,1
536960,2017-01-02,22112,15
536971,2017-01-02,21733,1
536971,2017-01-02,21232,1
536971,2017-01-02,21700,1
536972,2017-01-02,22065,1
536973,2017-01-02,21259,1
536973,2017-01-02,22188,1
536973,2017-01-02,21906,1
536973,2017-01-02,22158,5
536973,2017-01-02,21906,1
536973,2017-01-02,21258,100
536973,2017-01-02,22116,1
536973,2017-01-02,21181,1
536973,2017-01-02,21179,1
536973,2017-01-02,22296,2
536973,2017-01-02,22151,1
536973,2017-01-02,22297,1
536973,2017-01-02,21385,25
536973,2017-01-02,21333,2
536973,2017-01-02,21164,3
536973,2017-01-02,21217,1
536973,2017-01-02,21843,1
536974,2017-01-02,15056,1
536974,2017-01-02,15056,1
536974,2017-01-02,20679,1
536974,2017-01-02,21915,1
536974,2017-01-02,22027,1
536974,2017-01-02,20749,3
536974,2017-01-02,20750,1
536974,2017-01-02,21700,1
536974,2017-01-02,22080,1
536974,2017-01-02,20725,1
536974,2017-01-02,20726,1
536975,2017-01-02,22158,21
536975,2017-01-02,22246,2
536975,2017-01-02,22086,1
536975,2017-01-02,20668,2
536975,2017-01-02,21815,1
536975,2017-01-02,22049,1
536975,2017-01-02,22075,20
536975,2017-01-02,21912,1
536975,2017-01-02,21914,1
536975,2017-01-02,21888,1
536975,2017-01-02,21064,1
536975,2017-01-02,22299,10
536975,2017-01-02,22180,1
536975,2017-01-02,20966,1
536975,2017-01-02,20961,1
536975,2017-01-02,22304,1
536975,2017-01-02,22121,1
536975,2017-01-02,21165,1
536975,2017-01-02,21179,1
536975,2017-01-02,21164,1
536975,2017-01-02,21484,1
536975,2017-01-02,22114,3
536975,2017-01-02,22113,26
536975,2017-01-02,22112,1
536975,2017-01-02,20981,1
536975,2017-01-02,20982,1
536976,2017-01-02,21930,1
536976,2017-01-02,21935,1
536976,2017-01-02,21982,1
536976,2017-01-02,21985,1
536976,2017-01-02,21967,1
536976,2017-01-02,21733,1
536976,2017-01-02,21479,15
536976,2017-01-02,22131,1
536976,2017-01-02,21098,2
536977,2017-01-02,21481,1
536977,2017-01-02,21974,2
536977,2017-01-02,22131,200
536977,2017-01-02,22137,1
536977,2017-01-02,21080,2
536977,2017-01-02,21094,1
536977,2017-01-02,21086,1
536980,2017-01-02,22306,2
536981,2017-01-02,22222,1
536981,2017-01-02,22154,25
536981,2017-01-02,21592,1
536981,2017-01-02,22158,1
536981,2017-01-02,22130,10
536981,2017-01-02,22095,1
536981,2017-01-02,21982,1
536981,2017-01-02,21169,1
536981,2017-01-02,21820,1
536981,2017-01-02,21623,1
536981,2017-01-02,20967,1
536981,2017-01-02,20967,8
536981,2017-01-02,20969,10
536981,2017-01-02,20970,5
536981,2017-01-02,21930,1
536981,2017-01-02,20972,1
536982,2017-01-02,20676,5
536982,2017-01-02,20711,1
536982,2017-01-02,20712,1
536982,2017-01-02,20717,1
536982,2017-01-02,20718,1
536982,2017-01-02,20719,1
536982,2017-01-02,20723,1
536982,2017-01-02,20724,1
536982,2017-01-02,20726,1
536982,2017-01-02,20727,20
536982,2017-01-02,20728,1
536982,2017-01-02,20734,1
536982,2017-01-02,20735,1
536982,2017-01-02,20960,1
536982,2017-01-02,20961,1
536982,2017-01-02,20963,5
536982,2017-01-02,20966,1
536982,2017-01-02,21078,1
536982,2017-01-02,21080,1
536982,2017-01-02,21098,4
536982,2017-01-02,21210,1
536982,2017-01-02,21212,5
536982,2017-01-02,21213,1
536982,2017-01-02,21215,1
536982,2017-01-02,21232,1
536982,2017-01-02,21238,1
536982,2017-01-02,21239,1
536982,2017-01-02,21240,1
536982,2017-01-02,21242,1
536982,2017-01-02,21327,2
536982,2017-01-02,21328,2
536982,2017-01-02,21329,1
536982,2017-01-02,21479,1
536982,2017-01-02,21481,1
536982,2017-01-02,21484,10
536982,2017-01-02,21485,5
536982,2017-01-02,21488,1
536982,2017-01-02,21523,5
536982,2017-01-02,21524,10
536982,2017-01-02,21668,1
536982,2017-01-02,21669,2
536982,2017-01-02,21670,2
536982,2017-01-02,21673,1
536982,2017-01-02,21864,2
536982,2017-01-02,21866,1
536982,2017-01-02,21912,36
536982,2017-01-02,21928,1
536982,2017-01-02,21929,35
536982,2017-01-02,21930,1
536982,2017-01-02,21931,1
536982,2017-01-02,21955,1
536982,2017-01-02,21976,1
536982,2017-01-02,21977,1
536982,2017-01-02,22069,2
536982,2017-01-02,22075,1
536982,2017-01-02,22076,1
536982,2017-01-02,22077,1
536982,2017-01-02,22080,1
536982,2017-01-02,22082,1
536982,2017-01-02,22083,20
536982,2017-01-02,22086,15
536982,2017-01-02,22110,6
536982,2017-01-02,22111,1
536982,2017-01-02,22112,3
536982,2017-01-02,22114,1
536982,2017-01-02,22139,1
536982,2017-01-02,22147,1
536982,2017-01-02,22149,4
536982,2017-01-02,22150,2
536982,2017-01-02,22174,3
536983,2017-01-02,22171,1
536983,2017-01-02,16016,1
536984,2017-01-02,21446,1
536984,2017-01-02,20963,1
536984,2017-01-02,21673,15
536984,2017-01-02,20961,1
536984,2017-01-02,20910,2
536984,2017-01-02,21498,2
536984,2017-01-02,20668,1
536984,2017-01-02,22041,1
536984,2017-01-02,21917,1
536984,2017-01-02,21918,2
536984,2017-01-02,20966,1
536984,2017-01-02,22110,4
536984,2017-01-02,21558,1
536984,2017-01-02,20719,1
536984,2017-01-02,21916,1
536984,2017-01-02,21042,1
536984,2017-01-02,21784,1
536985,2017-01-02,21843,3
536985,2017-01-02,21625,1
536985,2017-01-02,21955,5
536985,2017-01-02,22192,1
536985,2017-01-02,22179,10
536985,2017-01-02,22191,1
536985,2017-01-02,22113,3
536985,2017-01-02,22087,1
536985,2017-01-02,22114,1
536986,2017-01-02,21479,1
536986,2017-01-02,21509,1
536987,2017-01-02,20685,1
536987,2017-01-02,21818,1
536987,2017-01-02,20661,1
536987,2017-01-02,20615,1
536987,2017-01-02,20773,1
536987,2017-01-02,21850,1
536987,2017-01-02,20652,70
536987,2017-01-02,21845,1
536987,2017-01-02,21034,1
536987,2017-01-02,21623,1
536987,2017-01-02,22304,2
536987,2017-01-02,20967,1
536987,2017-01-02,20854,1
536987,2017-01-02,20657,1
536987,2017-01-02,16237,1
536987,2017-01-02,22292,1
536987,2017-01-02,10120,1
536987,2017-01-02,20774,2
536987,2017-01-02,20773,1
536987,2017-01-02,21642,1
536987,2017-01-02,20658,1
536987,2017-01-02,20982,1
